station,time,mooring_site_desc,significant_wave_height,significant_wave_height_qc,dominant_wave_period,dominant_wave_period_qc,longitude,latitude,depth
,UTC,,meters,1,seconds,1,degrees_east,degrees_north,m
A01,2017-11-05T19:30:00Z,Massachusetts Bay,1.4233699,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-05T20:00:00Z,Massachusetts Bay,1.2568408,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-05T20:30:00Z,Massachusetts Bay,1.4464141,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-05T21:00:00Z,Massachusetts Bay,1.5595963,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-05T21:30:00Z,Massachusetts Bay,1.4423276,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-05T22:00:00Z,Massachusetts Bay,1.6769382,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-05T22:30:00Z,Massachusetts Bay,1.4647572,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-05T23:00:00Z,Massachusetts Bay,1.4620103,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-05T23:30:00Z,Massachusetts Bay,1.6197146,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T00:00:00Z,Massachusetts Bay,1.4476007,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T00:30:00Z,Massachusetts Bay,1.3166648,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T01:00:00Z,Massachusetts Bay,1.535712,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T01:30:00Z,Massachusetts Bay,1.4487058,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T02:00:00Z,Massachusetts Bay,1.3753425,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T02:30:00Z,Massachusetts Bay,1.441925,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T03:00:00Z,Massachusetts Bay,1.3120111,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T03:30:00Z,Massachusetts Bay,1.3784958,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T04:00:00Z,Massachusetts Bay,1.3140827,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T04:30:00Z,Massachusetts Bay,1.3616928,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T05:00:00Z,Massachusetts Bay,1.3408703,0,8.0,0,-70.5655,42.5232,0.0
A01,2017-11-06T05:30:00Z,Massachusetts Bay,1.3856746,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T06:00:00Z,Massachusetts Bay,1.3624388,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T06:30:00Z,Massachusetts Bay,1.2108994,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T07:00:00Z,Massachusetts Bay,1.2421494,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T07:30:00Z,Massachusetts Bay,1.1150755,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T08:00:00Z,Massachusetts Bay,1.3047502,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T08:30:00Z,Massachusetts Bay,1.1514407,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T09:00:00Z,Massachusetts Bay,1.0591788,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T09:30:00Z,Massachusetts Bay,1.2421846,0,8.0,0,-70.5655,42.5232,0.0
A01,2017-11-06T10:00:00Z,Massachusetts Bay,1.1832336,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T10:30:00Z,Massachusetts Bay,1.2035006,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T11:00:00Z,Massachusetts Bay,1.1874083,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T11:30:00Z,Massachusetts Bay,1.1825639,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T12:00:00Z,Massachusetts Bay,1.2254481,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T12:30:00Z,Massachusetts Bay,1.2931522,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T13:00:00Z,Massachusetts Bay,1.2562424,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T13:30:00Z,Massachusetts Bay,1.2727448,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T14:00:00Z,Massachusetts Bay,1.2543607,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T14:30:00Z,Massachusetts Bay,1.2484738,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T15:00:00Z,Massachusetts Bay,1.152246,0,8.0,0,-70.5655,42.5232,0.0
A01,2017-11-06T15:30:00Z,Massachusetts Bay,1.2438183,0,6.4,0,-70.5655,42.5232,0.0
A01,2017-11-06T16:00:00Z,Massachusetts Bay,1.1852889,0,8.0,0,-70.5655,42.5232,0.0
A01,2017-11-06T16:30:00Z,Massachusetts Bay,1.1683726,0,8.0,0,-70.5655,42.5232,0.0
A01,2017-11-06T17:00:00Z,Massachusetts Bay,1.265989,0,8.0,0,-70.5655,42.5232,0.0
A01,2017-11-06T17:30:00Z,Massachusetts Bay,1.1432036,0,8.0,0,-70.5655,42.5232,0.0
A01,2017-11-06T18:00:00Z,Massachusetts Bay,1.1256268,0,8.0,0,-70.5655,42.5232,0.0
A01,2017-11-06T18:30:00Z,Massachusetts Bay,1.179983,0,8.0,0,-70.5655,42.5232,0.0
A01,2017-11-06T19:00:00Z,Massachusetts Bay,1.1996828,0,8.0,0,-70.5655,42.5232,0.0
